,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Bsmt Total SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Yr Sold,Sale Type,SalePrice,Conditions,BsmtFin SF,Bsmt Total Baths,Total Baths,Fireplaces*Fireplace Quality ,Mo/Yr Sold,Overall Quality Score,Exterior Covering,Exterior Quality Score,BsmtFin Quality Score,Larger Gr Liv Area,Over 50%Fin Bsmt,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,Greens,GrnHill,IDOTRR,Landmrk,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker
346,2724,80,RL,0.0,10246,Pave,No Access,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,TA,Gd,Av,648.0,0.0,0.0,648.0,GasA,Ex,Y,SBrkr,960,0,0,960,0,0,0,1,TA,3,Typ,Attchd,1965.0,Unf,1.0,364.0,TA,TA,Y,88,0,0,0,0,0,NP,0,None,0,2006,WD ,145000,"Norm,Norm",648.0,2.0,0,,5-2006,36,VinylSd&VinylSd,12,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347,2352,60,RL,85.0,11475,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,Gd,TA,No,550.0,0.0,163.0,713.0,GasA,TA,Y,SBrkr,811,741,0,1552,2,1,3,1,TA,6,Typ,Attchd,1975.0,RFn,2.0,434.0,TA,TA,Y,209,208,0,0,0,0,NP,3,None,0,2006,WD ,179900,"RRAn,Norm",550.0,1.0,3,TA,2-2006,36,VinylSd&VinylSd,9,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
348,1783,20,RL,75.0,9986,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,PConc,Ex,TA,Av,0.0,0.0,1795.0,1795.0,GasA,Ex,Y,SBrkr,1795,0,0,1795,2,0,2,1,Gd,7,Typ,Attchd,2007.0,RFn,3.0,895.0,TA,TA,Y,0,49,0,0,0,0,NP,0,None,0,2007,New,147000,"Norm,Norm",0.0,0.0,2,Gd,2-2007,40,VinylSd&VinylSd,12,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349,338,60,RL,63.0,10475,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,Gd,TA,No,458.0,0.0,166.0,624.0,GasA,Gd,Y,SBrkr,624,650,0,1274,1,1,3,1,TA,6,Typ,Detchd,1993.0,Unf,2.0,576.0,TA,TA,Y,22,0,0,0,0,0,NP,2,None,0,2010,WD ,136000,"Norm,Norm",458.0,0.0,2,,3-2010,25,HdBoard&HdBoard,9,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350,196,50,RM,50.0,6000,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,TA,TA,No,264.0,0.0,308.0,572.0,GasA,Ex,Y,FuseA,848,348,0,1196,1,1,3,1,TA,6,Typ,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2010,WD ,128000,"Norm,Norm",264.0,1.0,2,GdGd,3-2010,36,MetalSd&MetalSd,12,2,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,762,20,RL,50.0,4280,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,Fa,TA,No,0.0,0.0,560.0,560.0,GasA,Ex,Y,FuseA,704,0,0,704,1,0,2,1,Fa,4,Typ,CarPort,1946.0,Unf,1.0,220.0,TA,TA,Y,0,0,24,0,0,0,NP,0,None,0,2009,WD ,88750,"Norm,Norm",0.0,1.0,1,,9-2009,36,MetalSd&MetalSd,12,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
352,151,20,RL,119.0,10895,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,TA,TA,No,648.0,0.0,324.0,972.0,GasA,TA,Y,SBrkr,972,0,0,972,1,0,3,1,TA,5,Typ,Attchd,1955.0,Unf,1.0,305.0,TA,TA,Y,0,0,205,0,0,0,NP,2,None,0,2010,WD ,122500,"Norm,Norm",648.0,0.0,1,,6-2010,30,MetalSd&MetalSd,12,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,158,50,RL,78.0,17503,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,TA,TA,No,0.0,0.0,912.0,912.0,GasA,TA,Y,SBrkr,912,546,0,1458,1,0,3,1,TA,6,Typ,Attchd,1948.0,Unf,1.0,330.0,TA,TA,Y,192,0,0,0,0,0,NP,0,None,0,2010,WD ,97500,"Artery,Norm",0.0,1.0,1,Gd,1-2010,30,VinylSd&VinylSd,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
354,2572,20,RL,109.0,9723,Pave,No Access,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,CBlock,TA,TA,No,0.0,0.0,1008.0,1008.0,GasA,TA,Y,SBrkr,1008,0,0,1008,1,0,2,1,TA,5,Typ,Attchd,1963.0,RFn,2.0,430.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2006,WD ,135000,"Norm,Norm",0.0,0.0,1,,10-2006,42,MetalSd&MetalSd,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,1686,20,RL,90.0,11694,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,PConc,Ex,TA,Av,48.0,0.0,1774.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,2,0,3,1,Gd,9,Typ,Attchd,2007.0,Unf,3.0,774.0,TA,TA,Y,0,108,0,0,260,0,NP,0,None,0,2007,New,314813,"Norm,Norm",48.0,0.0,2,Gd,7-2007,45,CemntBd&CmentBd,15,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
356,943,50,C (all),105.0,8470,Pave,No Access,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,CBlock,TA,Fa,No,0.0,0.0,1013.0,1013.0,GasA,TA,N,SBrkr,1013,0,513,1526,1,0,2,1,Fa,6,Typ,NG,0.0,NG,0.0,0.0,NG,NG,N,0,0,156,0,0,0,NP,3,None,0,2009,ConLD,85000,"Feedr,Feedr",0.0,0.0,1,,10-2009,6,Plywood&Plywood,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,735,50,RM,50.0,6000,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,TA,TA,No,0.0,0.0,698.0,698.0,GasA,TA,Y,SBrkr,786,390,0,1176,1,0,2,1,TA,4,Typ,Detchd,1999.0,Unf,2.0,624.0,TA,TA,N,210,0,0,0,0,0,NP,0,None,0,2009,WD ,134900,"Norm,Norm",0.0,0.0,1,,7-2009,54,MetalSd&MetalSd,12,1,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2741,20,RL,70.0,10519,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,8,1955,1999,Hip,CompShg,MetalSd,MetalSd,Stone,164.0,CBlock,TA,TA,Mn,0.0,0.0,1057.0,1057.0,GasA,Gd,Y,SBrkr,1057,0,0,1057,1,0,3,1,Gd,6,Typ,Attchd,1955.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2006,WD ,137000,"Norm,Norm",0.0,1.0,1,,3-2006,40,MetalSd&MetalSd,9,1,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,1106,20,RL,91.0,10437,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,PConc,Gd,TA,Gd,1696.0,0.0,413.0,2109.0,GasA,Ex,Y,SBrkr,2113,0,0,2113,2,1,2,1,Gd,7,Typ,Attchd,1995.0,Fin,3.0,839.0,TA,TA,Y,236,46,0,0,0,0,NP,0,None,0,2008,WD ,350000,"Norm,Norm",1696.0,1.0,3,TA,8-2008,48,MetalSd&MetalSd,16,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
360,2375,20,RL,65.0,7514,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,TA,TA,Mn,373.0,108.0,462.0,943.0,GasA,TA,Y,SBrkr,1387,0,0,1387,1,0,3,1,TA,6,Typ,Attchd,1974.0,RFn,1.0,300.0,TA,TA,Y,0,0,240,0,0,0,NP,0,None,0,2006,WD ,145000,"Norm,Norm",481.0,1.0,1,TA,9-2006,35,MetalSd&MetalSd,9,15,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
361,1701,60,RL,118.0,13654,Pave,No Access,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,PConc,Ex,TA,Gd,0.0,0.0,1704.0,1704.0,GasA,Ex,Y,SBrkr,1722,1036,0,2758,2,1,4,1,Ex,9,Typ,BuiltIn,2005.0,Fin,3.0,814.0,TA,TA,Y,282,55,0,0,0,0,NP,0,None,0,2007,WD ,418000,"Norm,Norm",0.0,0.0,3,Ex,5-2007,45,MetalSd&MetalSd,12,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
362,2657,30,RM,48.0,5747,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,TA,No,0.0,0.0,798.0,798.0,GasA,Gd,Y,SBrkr,840,0,0,840,1,0,2,1,Fa,5,Typ,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112,0,0,0,0,0,NP,0,None,0,2006,WD ,64000,"Norm,Norm",0.0,0.0,1,,6-2006,12,Wd Sdng&Wd Sdng,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,907,50,RH,55.0,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,BrkTil,TA,TA,No,182.0,0.0,611.0,793.0,GasA,Ex,Y,SBrkr,848,672,0,1520,1,0,3,1,TA,6,Typ,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0,0,56,0,0,0,NP,0,None,0,2009,WD ,159434,"Norm,Norm",182.0,0.0,1,,7-2009,25,VinylSd&Stucco,9,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
364,1777,20,RL,91.0,11830,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,PConc,Gd,TA,No,1220.0,0.0,322.0,1542.0,GasA,Ex,Y,SBrkr,1542,0,0,1542,2,0,3,1,Gd,6,Typ,Attchd,2007.0,Unf,3.0,852.0,TA,TA,Y,168,110,0,0,0,0,NP,0,None,0,2007,New,260261,"Feedr,Norm",1220.0,1.0,2,Gd,7-2007,40,VinylSd&VinylSd,12,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,164,50,RL,71.0,8520,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,CBlock,TA,TA,No,507.0,0.0,403.0,910.0,GasA,Fa,Y,SBrkr,910,475,0,1385,2,0,4,1,TA,6,Typ,Detchd,2000.0,Unf,2.0,720.0,TA,TA,Y,0,0,0,0,0,0,NP,3,None,0,2010,WD ,166000,"Artery,Norm",507.0,0.0,2,,6-2010,20,BrkFace&Wd Sdng,6,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
366,1973,85,RL,66.0,6760,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,TA,TA,Av,734.0,0.0,162.0,896.0,GasA,TA,Y,SBrkr,936,0,0,936,1,0,3,1,TA,6,Typ,Attchd,1962.0,RFn,1.0,288.0,TA,TA,Y,24,90,160,0,0,0,NP,0,None,0,2007,WD ,130000,"Norm,Norm",734.0,1.0,1,Po,10-2007,25,HdBoard&HdBoard,9,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
367,2857,50,RL,51.0,6191,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,Fa,Fa,No,384.0,0.0,440.0,824.0,GasA,TA,N,SBrkr,824,464,0,1288,1,0,4,1,TA,6,Typ,Detchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2006,WD ,112000,"Norm,Norm",384.0,0.0,1,,11-2006,20,Wd Sdng&Wd Sdng,9,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
368,1208,20,RL,80.0,8700,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,CBlock,TA,TA,Mn,776.0,0.0,344.0,1120.0,GasA,Gd,Y,SBrkr,1128,0,0,1128,2,0,3,1,TA,6,Typ,Attchd,1963.0,RFn,2.0,525.0,TA,TA,Y,192,20,123,0,0,0,NP,3,None,0,2008,WD ,155000,"Norm,Norm",776.0,1.0,2,,12-2008,30,MetalSd&MetalSd,12,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
369,319,60,RL,92.0,12003,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,PConc,Ex,TA,No,0.0,0.0,774.0,774.0,GasA,Ex,Y,SBrkr,774,1194,0,1968,2,1,4,1,Ex,8,Typ,BuiltIn,2009.0,Fin,3.0,680.0,TA,TA,Y,0,75,0,0,0,0,NP,0,None,0,2010,New,269500,"Norm,Norm",0.0,0.0,3,Gd,5-2010,40,VinylSd&VinylSd,12,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370,2567,80,RL,0.0,12700,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,TA,TA,No,939.0,0.0,307.0,1246.0,GasA,TA,Y,SBrkr,1246,0,0,1246,1,0,3,1,TA,6,Typ,Attchd,1964.0,RFn,2.0,441.0,TA,TA,Y,0,69,0,0,0,0,NP,0,None,0,2006,WD ,172000,"Norm,Norm",939.0,1.0,1,GdGd,11-2006,30,HdBoard&HdBoard,9,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
371,2222,70,RL,75.0,13125,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,TA,No,410.0,0.0,390.0,800.0,GasA,TA,Y,SBrkr,960,780,0,1740,1,1,3,1,TA,6,Typ,Attchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,NP,0,None,0,2007,CWD,219500,"Norm,Norm",410.0,0.0,2,GdGd,7-2007,42,Wd Sdng&Wd Sdng,9,4,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2493,20,RL,0.0,8638,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,TA,TA,No,181.0,0.0,744.0,925.0,GasA,Gd,Y,SBrkr,925,0,0,925,1,0,2,1,TA,5,Typ,Detchd,1990.0,Unf,2.0,484.0,TA,TA,Y,203,74,0,0,0,0,NP,0,None,0,2006,WD ,133500,"RRAe,Norm",181.0,1.0,1,,10-2006,30,HdBoard&HdBoard,9,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
373,1757,80,RL,76.0,9967,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,TA,No,0.0,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,2,1,3,1,TA,8,Typ,BuiltIn,2000.0,RFn,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,NP,0,None,0,2007,WD ,170000,"Norm,Norm",0.0,0.0,3,TA,12-2007,35,VinylSd&VinylSd,9,1,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,184,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,TA,No,0.0,0.0,930.0,930.0,GasW,TA,N,SBrkr,930,636,0,1566,2,0,3,1,Gd,7,Typ,Detchd,1930.0,Unf,1.0,288.0,TA,TA,Y,54,228,246,0,0,0,NP,0,None,0,2010,WD ,150000,"Norm,Norm",0.0,0.0,2,,4-2010,72,Wd Sdng&Wd Sdng,16,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
375,1248,20,RL,0.0,12774,Pave,No Access,Reg,Lvl,AllPub,Inside,Sev,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,PConc,TA,TA,No,624.0,128.0,232.0,984.0,GasW,TA,N,SBrkr,950,0,0,950,1,0,2,1,TA,5,Typ,Detchd,1953.0,Unf,2.0,400.0,TA,TA,Y,0,32,0,0,0,0,NP,2,None,0,2008,WD ,130000,"Norm,Norm",752.0,0.0,1,,7-2008,25,MetalSd&MetalSd,9,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
376,2574,80,RL,70.0,8163,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,CBlock,TA,TA,Av,748.0,294.0,102.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1144,1,0,3,1,TA,6,Typ,Attchd,1959.0,RFn,1.0,796.0,TA,TA,Y,86,0,0,0,0,0,NP,0,None,0,2006,WD ,143000,"Norm,Norm",1042.0,1.0,1,TA,3-2006,30,HdBoard&HdBoard,12,20,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,1215,20,RL,90.0,9900,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,TA,TA,No,0.0,0.0,1114.0,1114.0,GasA,TA,Y,SBrkr,1114,0,0,1114,1,0,3,1,TA,5,Typ,Attchd,1961.0,RFn,2.0,451.0,TA,TA,Y,0,0,0,0,164,0,NP,0,None,0,2008,COD,140000,"Norm,Norm",0.0,1.0,1,,5-2008,25,Plywood&Plywood,12,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378,1614,20,RL,95.0,13651,Pave,No Access,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,CBlock,Gd,TA,Gd,1880.0,0.0,343.0,2223.0,GasA,Ex,Y,SBrkr,2223,0,0,2223,2,0,3,1,TA,8,Typ,Attchd,1973.0,Fin,2.0,516.0,TA,TA,Y,300,0,0,0,0,0,NP,0,None,0,2007,WD ,244000,"Norm,Norm",1880.0,1.0,2,GdGd,2-2007,42,Plywood&Plywood,12,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
379,2039,75,RM,60.0,7200,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,TA,Fa,No,0.0,0.0,530.0,530.0,GasA,TA,N,SBrkr,581,530,0,1111,1,0,3,1,Fa,6,Typ,Detchd,1935.0,Unf,1.0,288.0,TA,TA,N,0,0,144,0,0,0,NP,0,None,0,2007,WD ,101000,"Norm,Norm",0.0,0.0,1,,3-2007,35,MetalSd&MetalSd,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2669,20,RM,65.0,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,CBlock,TA,TA,No,0.0,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,960,1,0,3,1,TA,5,Typ,Detchd,2002.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,NP,0,Gar2,4500,2006,WD ,125000,"Norm,Norm",0.0,0.0,1,,7-2006,25,HdBoard&HdBoard,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
381,1005,60,RL,73.0,11184,Pave,No Access,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,TA,No,0.0,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,932,701,0,1633,2,1,3,1,TA,7,Typ,Attchd,1998.0,Fin,2.0,460.0,TA,TA,Y,0,39,0,0,0,0,NP,0,None,0,2008,WD ,183000,"Norm,Norm",0.0,0.0,3,TA,4-2008,30,VinylSd&VinylSd,9,1,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,753,75,RM,92.0,5520,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,TA,No,0.0,0.0,755.0,755.0,GasA,Ex,Y,SBrkr,929,929,371,2229,1,0,5,1,TA,8,Typ,NG,0.0,NG,0.0,0.0,NG,NG,Y,0,198,30,0,0,0,NP,3,None,0,2009,WD ,104000,"Norm,Norm",0.0,0.0,1,,7-2009,36,Wd Sdng&Wd Sdng,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,1275,45,RL,64.0,6390,Pave,No Access,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,TA,TA,No,0.0,0.0,936.0,936.0,GasA,TA,Y,FuseA,984,0,0,984,1,0,2,1,TA,4,Typ,Detchd,1954.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,NP,2,None,0,2008,WD ,112500,"Feedr,Norm",0.0,1.0,1,,6-2008,42,MetalSd&MetalSd,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
384,2350,20,RL,79.0,10240,Pave,No Access,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,CBlock,Gd,TA,No,625.0,1061.0,0.0,1686.0,GasA,TA,Y,SBrkr,1686,0,0,1686,2,0,3,1,TA,7,Typ,Attchd,1980.0,Unf,2.0,612.0,TA,TA,Y,384,131,0,0,0,0,NP,0,None,0,2006,WD ,207500,"Norm,Norm",1686.0,1.0,2,TA,5-2006,36,Plywood&Plywood,12,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
